"PlaceID","Alias"
"1021","Salt Sea"
"1021","sea"
"1022","Samaria"
"1023","Samaria"
"1023","Samaria's"
"1024","Samos"
"1025","Samothrace"
"1025","Samothracia"
"1026","Sansannah"
"1027","Sardis"
"1028","Sarid"
"1029","Chinnereth"
"1030","Chinneroth"
"1031","Egypt"
"1031","Egyptian"
"1032","Galilee"
"1033","Jazer"
"1034","Tiberias"
"1035","Arabah"
"1035","plain"
"1036","Philistines"
"1037","Seba"
"1038","Sebam"
"1038","Shebam"
"1039","Secacah"
"1040","college"
"1040","Second Quarter"
"1041","Sechu"
"1041","Secu"
"1042","Seir"
"1043","Seirah"
"1043","Seirath"
"1044","rock"
"1044","Sela"
"1045","Seleucia"
"1046","Seneh"
"1047","Senir"
"1047","Shenir"
"1048","Sephar"
"1049","Sepharad"
"1050","Sepharvaim"
"1050","Sepharvites"
"1051","Serpent's Stone"
"1051","Zoheleth"
"1052","Shaalabbin"
"1053","Shaalbim"
"1054","Shaalim"
"1054","Shalim"
"1055","Shaaraim"
