"Testament","Division","Book","Chapter","Writer","Verses (KJV)","Words (KJV)","Sentences (KJV)","Paragraphs (KJV)"
"Old Testament","Major Prophets","26-Ezekiel","26-Eze-035","Ezekiel","15","402","11","2"
"Old Testament","Major Prophets","26-Ezekiel","26-Eze-036","Ezekiel","38","1180","28","3"
"Old Testament","Major Prophets","26-Ezekiel","26-Eze-037","Ezekiel","28","870","22","2"
"Old Testament","Major Prophets","26-Ezekiel","26-Eze-038","Ezekiel","23","776","16","2"
"Old Testament","Major Prophets","26-Ezekiel","26-Eze-039","Ezekiel","29","928","25","3"
"Old Testament","Major Prophets","26-Ezekiel","26-Eze-040","Ezekiel","49","1530","47","4"
"Old Testament","Major Prophets","26-Ezekiel","26-Eze-041","Ezekiel","26","802","22","2"
"Old Testament","Major Prophets","26-Ezekiel","26-Eze-042","Ezekiel","20","568","20","2"
"Old Testament","Major Prophets","26-Ezekiel","26-Eze-043","Ezekiel","27","907","27","3"
"Old Testament","Major Prophets","26-Ezekiel","26-Eze-044","Ezekiel","31","1031","29","4"
"Old Testament","Major Prophets","26-Ezekiel","26-Eze-045","Ezekiel","25","882","23","3"
"Old Testament","Major Prophets","26-Ezekiel","26-Eze-046","Ezekiel","24","880","24","3"
"Old Testament","Major Prophets","26-Ezekiel","26-Eze-047","Ezekiel","23","780","28","2"
"Old Testament","Major Prophets","26-Ezekiel","26-Eze-048","Ezekiel","35","1045","36","2"
"Old Testament","Major Prophets","27-Daniel","27-Dan-001","Daniel","21","589","19","3"
"Old Testament","Major Prophets","27-Daniel","27-Dan-002","Daniel","49","1500","48","5"
"Old Testament","Major Prophets","27-Daniel","27-Dan-003","Daniel","30","992","30","4"
"Old Testament","Major Prophets","27-Daniel","27-Dan-004","Daniel","37","1290","31","5"
"Old Testament","Major Prophets","27-Daniel","27-Dan-005","Daniel","31","995","26","3"
"Old Testament","Major Prophets","27-Daniel","27-Dan-006","Daniel","28","905","30","5"
"Old Testament","Major Prophets","27-Daniel","27-Dan-007","Daniel","28","926","28","3"
"Old Testament","Major Prophets","27-Daniel","27-Dan-008","Daniel","27","852","27","2"
"Old Testament","Major Prophets","27-Daniel","27-Dan-009","Daniel","27","966","21","3"
"Old Testament","Major Prophets","27-Daniel","27-Dan-010","Daniel","21","647","22","2"
"Old Testament","Major Prophets","27-Daniel","27-Dan-011","Daniel","45","1529","45","3"
"Old Testament","Major Prophets","27-Daniel","27-Dan-012","Daniel","13","411","13","2"
"Old Testament","Minor Prophets","28-Hosea","28-Hos-001","Hosea","11","355","13","3"
"Old Testament","Minor Prophets","28-Hosea","28-Hos-002","Hosea","23","678","21","3"
"Old Testament","Minor Prophets","28-Hosea","28-Hos-003","Hosea","5","156","3","1"
"Old Testament","Minor Prophets","28-Hosea","28-Hos-004","Hosea","19","465","19","3"
"Old Testament","Minor Prophets","28-Hosea","28-Hos-005","Hosea","15","368","15","2"
"Old Testament","Minor Prophets","28-Hosea","28-Hos-006","Hosea","11","254","13","2"
"Old Testament","Minor Prophets","28-Hosea","28-Hos-007","Hosea","16","398","18","2"
"Old Testament","Minor Prophets","28-Hosea","28-Hos-008","Hosea","14","330","15","2"
"Old Testament","Minor Prophets","28-Hosea","28-Hos-009","Hosea","17","468","18","3"
"Old Testament","Minor Prophets","28-Hosea","28-Hos-010","Hosea","15","425","15","2"
"Old Testament","Minor Prophets","28-Hosea","28-Hos-011","Hosea","12","308","16","2"
"Old Testament","Minor Prophets","28-Hosea","28-Hos-012","Hosea","14","311","13","2"
"Old Testament","Minor Prophets","28-Hosea","28-Hos-013","Hosea","16","426","16","3"
"Old Testament","Minor Prophets","28-Hosea","28-Hos-014","Hosea","9","232","13","3"
"Old Testament","Minor Prophets","29-Joel","29-Joe-001","Joel","20","508","22","3"
"Old Testament","Minor Prophets","29-Joel","29-Joe-002","Joel","32","958","25","4"
"Old Testament","Minor Prophets","29-Joel","29-Joe-003","Joel","21","567","18","3"
"Old Testament","Minor Prophets","30-Amos","30-Amo-001","Amos","15","455","8","2"
"Old Testament","Minor Prophets","30-Amos","30-Amo-002","Amos","16","441","12","2"
"Old Testament","Minor Prophets","30-Amos","30-Amo-003","Amos","15","397","17","2"
"Old Testament","Minor Prophets","30-Amos","30-Amo-004","Amos","13","432","12","2"
"Old Testament","Minor Prophets","30-Amos","30-Amo-005","Amos","27","658","29","4"
"Old Testament","Minor Prophets","30-Amos","30-Amo-006","Amos","14","399","15","2"
"Old Testament","Minor Prophets","30-Amos","30-Amo-007","Amos","17","471","18","2"
"Old Testament","Minor Prophets","30-Amos","30-Amo-008","Amos","14","414","15","3"
"Old Testament","Minor Prophets","30-Amos","30-Amo-009","Amos","15","549","15","2"
"Old Testament","Minor Prophets","31-Obadiah","31-Oba-001","Obadiah","21","669","24","3"
"Old Testament","Minor Prophets","32-Jonah","32-Jon-001","Jonah","17","514","25","3"
"Old Testament","Minor Prophets","32-Jonah","32-Jon-002","Jonah","10","214","10","2"
"Old Testament","Minor Prophets","32-Jonah","32-Jon-003","Jonah","10","260","9","2"
"Old Testament","Minor Prophets","32-Jonah","32-Jon-004","Jonah","11","332","13","2"
"Old Testament","Minor Prophets","33-Micah","33-Mic-001","Micah","16","452","20","2"
"Old Testament","Minor Prophets","33-Micah","33-Mic-002","Micah","13","400","17","3"
"Old Testament","Minor Prophets","33-Micah","33-Mic-003","Micah","12","354","12","2"
"Old Testament","Minor Prophets","33-Micah","33-Mic-004","Micah","13","476","15","2"
"Old Testament","Minor Prophets","33-Micah","33-Mic-005","Micah","15","447","12","2"
"Old Testament","Minor Prophets","33-Micah","33-Mic-006","Micah","16","440","20","3"
"Old Testament","Minor Prophets","33-Micah","33-Mic-007","Micah","20","583","23","3"
"Old Testament","Minor Prophets","34-Nahum","34-Nah-001","Nahum","15","394","21","3"
"Old Testament","Minor Prophets","34-Nahum","34-Nah-002","Nahum","13","371","14","2"
"Old Testament","Minor Prophets","34-Nahum","34-Nah-003","Nahum","19","519","19","2"
"Old Testament","Minor Prophets","35-Habakkuk","35-Hab-001","Habakkuk","17","423","21","3"
"Old Testament","Minor Prophets","35-Habakkuk","35-Hab-002","Habakkuk","20","563","22","3"
"Old Testament","Minor Prophets","35-Habakkuk","35-Hab-003","Habakkuk","19","489","26","3"
"Old Testament","Minor Prophets","36-Zephaniah","36-Zep-001","Zephaniah","18","555","15","3"
"Old Testament","Minor Prophets","36-Zephaniah","36-Zep-002","Zephaniah","15","463","16","4"
"Old Testament","Minor Prophets","36-Zephaniah","36-Zep-003","Zephaniah","20","598","20","3"
"Old Testament","Minor Prophets","37-Haggai","37-Hag-001","Haggai","15","451","15","2"
"Old Testament","Minor Prophets","37-Haggai","37-Hag-002","Haggai","23","679","19","3"
"Old Testament","Minor Prophets","38-Zechariah","38-Zec-001","Zechariah","21","622","24","3"
"Old Testament","Minor Prophets","38-Zechariah","38-Zec-002","Zechariah","13","317","12","3"
"Old Testament","Minor Prophets","38-Zechariah","38-Zec-003","Zechariah","10","296","12","2"
"Old Testament","Minor Prophets","38-Zechariah","38-Zec-004","Zechariah","14","365","16","2"
"Old Testament","Minor Prophets","38-Zechariah","38-Zec-005","Zechariah","11","338","15","2"
"Old Testament","Minor Prophets","38-Zechariah","38-Zec-006","Zechariah","15","424","12","2"
"Old Testament","Minor Prophets","38-Zechariah","38-Zec-007","Zechariah","14","378","9","2"
"Old Testament","Minor Prophets","38-Zechariah","38-Zec-008","Zechariah","23","703","18","3"
"Old Testament","Minor Prophets","38-Zechariah","38-Zec-009","Zechariah","17","537","17","3"
"Old Testament","Minor Prophets","38-Zechariah","38-Zec-010","Zechariah","12","408","12","2"
"Old Testament","Minor Prophets","38-Zechariah","38-Zec-011","Zechariah","17","502","20","3"
"Old Testament","Minor Prophets","38-Zechariah","38-Zec-012","Zechariah","14","462","12","2"
"Old Testament","Minor Prophets","38-Zechariah","38-Zec-013","Zechariah","9","337","9","2"
"Old Testament","Minor Prophets","38-Zechariah","38-Zec-014","Zechariah","21","754","20","3"
"Old Testament","Minor Prophets","39-Malachi","39-Mal-001","Malachi","14","487","28","2"
"Old Testament","Minor Prophets","39-Malachi","39-Mal-002","Malachi","17","546","26","2"
"Old Testament","Minor Prophets","39-Malachi","39-Mal-003","Malachi","18","565","25","3"
"Old Testament","Minor Prophets","39-Malachi","39-Mal-004","Malachi","6","183","5","2"
"New Testament","Gospels","40-Matthew","40-Mat-001","Matthew","25","473","9","2"
"New Testament","Gospels","40-Matthew","40-Mat-002","Matthew","23","619","18","5"
"New Testament","Gospels","40-Matthew","40-Mat-003","Matthew","17","387","13","3"
"New Testament","Gospels","40-Matthew","40-Mat-004","Matthew","25","557","19","4"
"New Testament","Gospels","40-Matthew","40-Mat-005","Matthew","48","1081","42","9"
"New Testament","Gospels","40-Matthew","40-Mat-006","Matthew","34","794","41","6"
"New Testament","Gospels","40-Matthew","40-Mat-007","Matthew","29","626","27","5"
"New Testament","Gospels","40-Matthew","40-Mat-008","Matthew","34","773","37","6"
"New Testament","Gospels","40-Matthew","40-Mat-009","Matthew","38","837","40","6"
"New Testament","Gospels","40-Matthew","40-Mat-010","Matthew","42","919","39","3"
"New Testament","Gospels","40-Matthew","40-Mat-011","Matthew","30","668","35","4"
"New Testament","Gospels","40-Matthew","40-Mat-012","Matthew","50","1168","52","5"
"New Testament","Gospels","40-Matthew","40-Mat-013","Matthew","58","1367","52","4"
"New Testament","Gospels","40-Matthew","40-Mat-014","Matthew","36","721","35","4"
"New Testament","Gospels","40-Matthew","40-Mat-015","Matthew","39","785","39","4"
"New Testament","Gospels","40-Matthew","40-Mat-016","Matthew","28","688","31","5"
"New Testament","Gospels","40-Matthew","40-Mat-017","Matthew","27","620","32","4"
"New Testament","Gospels","40-Matthew","40-Mat-018","Matthew","35","869","36","4"
"New Testament","Gospels","40-Matthew","40-Mat-019","Matthew","30","719","31","5"
"New Testament","Gospels","40-Matthew","40-Mat-020","Matthew","34","779","34","4"
"New Testament","Gospels","40-Matthew","40-Mat-021","Matthew","46","1126","50","6"
"New Testament","Gospels","40-Matthew","40-Mat-022","Matthew","46","828","44","5"
"New Testament","Gospels","40-Matthew","40-Mat-023","Matthew","39","833","40","3"
"New Testament","Gospels","40-Matthew","40-Mat-024","Matthew","51","1047","43","3"
"New Testament","Gospels","40-Matthew","40-Mat-025","Matthew","46","995","39","3"
"New Testament","Gospels","40-Matthew","40-Mat-026","Matthew","75","1625","82","10"
"New Testament","Gospels","40-Matthew","40-Mat-027","Matthew","66","1359","64","6"
"New Testament","Gospels","40-Matthew","40-Mat-028","Matthew","20","421","20","3"
"New Testament","Gospels","41-Mark","41-Mar-001","Mark","45","930","43","6"
"New Testament","Gospels","41-Mark","41-Mar-002","Mark","28","724","28","3"
"New Testament","Gospels","41-Mark","41-Mar-003","Mark","35","663","30","4"
"New Testament","Gospels","41-Mark","41-Mar-004","Mark","41","923","39","3"
"New Testament","Gospels","41-Mark","41-Mar-005","Mark","43","952","44","3"
"New Testament","Gospels","41-Mark","41-Mar-006","Mark","56","1323","59","5"
"New Testament","Gospels","41-Mark","41-Mar-007","Mark","37","806","30","3"
"New Testament","Gospels","41-Mark","41-Mar-008","Mark","38","842","46","4"
"New Testament","Gospels","41-Mark","41-Mar-009","Mark","50","1164","49","4"
"New Testament","Gospels","41-Mark","41-Mar-010","Mark","52","1218","55","5"
"New Testament","Gospels","41-Mark","41-Mar-011","Mark","33","778","34","3"
"New Testament","Gospels","41-Mark","41-Mar-012","Mark","44","1058","48","6"
"New Testament","Gospels","41-Mark","41-Mar-013","Mark","37","828","31","5"
"New Testament","Gospels","41-Mark","41-Mar-014","Mark","72","1595","83","6"
"New Testament","Gospels","41-Mark","41-Mar-015","Mark","47","913","48","5"
"New Testament","Gospels","41-Mark","41-Mar-016","Mark","20","449","20","4"
"New Testament","Gospels","42-Luke","42-Luk-001","Luke","80","1583","62","6"
"New Testament","Gospels","42-Luke","42-Luk-002","Luke","52","1094","43","5"
"New Testament","Gospels","42-Luke","42-Luk-003","Luke","38","1017","17","3"
"New Testament","Gospels","42-Luke","42-Luk-004","Luke","44","1021","45","3"
"New Testament","Gospels","42-Luke","42-Luk-005","Luke","39","949","42","4"
"New Testament","Gospels","42-Luke","42-Luk-006","Luke","49","1229","57","5"
"New Testament","Gospels","42-Luke","42-Luk-007","Luke","50","1209","63","4"
"New Testament","Gospels","42-Luke","42-Luk-008","Luke","56","1431","62","4"
"New Testament","Gospels","42-Luke","42-Luk-009","Luke","62","1457","67","8"
"New Testament","Gospels","42-Luke","42-Luk-010","Luke","42","992","43","4"
"New Testament","Gospels","42-Luke","42-Luk-011","Luke","54","1331","62","5"
"New Testament","Gospels","42-Luke","42-Luk-012","Luke","59","1407","56","5"
"New Testament","Gospels","42-Luke","42-Luk-013","Luke","35","864","34","6"
"New Testament","Gospels","42-Luke","42-Luk-014","Luke","35","812","32","4"
"New Testament","Gospels","42-Luke","42-Luk-015","Luke","32","725","29","2"
"New Testament","Gospels","42-Luke","42-Luk-016","Luke","31","752","33","2"
"New Testament","Gospels","42-Luke","42-Luk-017","Luke","37","809","39","3"
"New Testament","Gospels","42-Luke","42-Luk-018","Luke","43","868","38","6"
"New Testament","Gospels","42-Luke","42-Luk-019","Luke","48","1047","44","4"
"New Testament","Gospels","42-Luke","42-Luk-020","Luke","47","954","45","5"
"New Testament","Gospels","42-Luke","42-Luk-021","Luke","38","820","34","4"
"New Testament","Gospels","42-Luke","42-Luk-022","Luke","71","1396","77","7"
"New Testament","Gospels","42-Luke","42-Luk-023","Luke","56","1117","56","6"
"New Testament","Gospels","42-Luke","42-Luk-024","Luke","53","1055","47","4"
"New Testament","Gospels","43-John","43-Joh-001","John","51","1004","60","7"
"New Testament","Gospels","43-John","43-Joh-002","John","25","510","22","3"
"New Testament","Gospels","43-John","43-Joh-003","John","36","763","35","2"
"New Testament","Gospels","43-John","43-Joh-004","John","54","1094","56","4"
"New Testament","Gospels","43-John","43-Joh-005","John","47","1001","46","3"
"New Testament","Gospels","43-John","43-Joh-006","John","71","1506","75","5"
"New Testament","Gospels","43-John","43-Joh-007","John","53","1002","58","4"
"New Testament","Gospels","43-John","43-Joh-008","John","59","1307","70","7"
"New Testament","Gospels","43-John","43-Joh-009","John","41","876","50","5"
"New Testament","Gospels","43-John","43-Joh-010","John","42","820","43","4"
"New Testament","Gospels","43-John","43-Joh-011","John","57","1157","60","4"
"New Testament","Gospels","43-John","43-Joh-012","John","50","1060","49","7"
"New Testament","Gospels","43-John","43-Joh-013","John","38","826","43","4"
"New Testament","Gospels","43-John","43-Joh-014","John","31","731","36","7"
"New Testament","Gospels","43-John","43-Joh-015","John","27","613","28","4"
"New Testament","Gospels","43-John","43-Joh-016","John","33","789","33","5"
"New Testament","Gospels","43-John","43-Joh-017","John","26","636","24","6"
"New Testament","Gospels","43-John","43-Joh-018","John","40","947","53","3"
"New Testament","Gospels","43-John","43-Joh-019","John","42","1010","50","5"
"New Testament","Gospels","43-John","43-Joh-020","John","31","749","33","4"
"New Testament","Gospels","43-John","43-Joh-021","John","25","693","42","3"
"New Testament","Acts","44-Acts","44-Act-001","Luke","26","661","20","4"
"New Testament","Acts","44-Acts","44-Act-002","Luke","47","1021","32","5"
"New Testament","Acts","44-Acts","44-Act-003","Luke","26","634","22","2"
"New Testament","Acts","44-Acts","44-Act-004","Luke","37","865","28","5"
"New Testament","Acts","44-Acts","44-Act-005","Luke","42","1026","42","4"
"New Testament","Acts","44-Acts","44-Act-006","Luke","15","355","12","2"
"New Testament","Acts","44-Acts","44-Act-007","Luke","60","1430","52","6"
"New Testament","Acts","44-Acts","44-Act-008","Luke","40","883","39","4"
"New Testament","Acts","44-Acts","44-Act-009","Luke","43","1046","45","5"
"New Testament","Acts","44-Acts","44-Act-010","Luke","48","1108","40","5"
"New Testament","Acts","44-Acts","44-Act-011","Luke","30","667","26","3"
"New Testament","Acts","44-Acts","44-Act-012","Luke","25","662","34","3"
"New Testament","Acts","44-Acts","44-Act-013","Luke","52","1272","47","4"
"New Testament","Acts","44-Acts","44-Act-014","Luke","28","627","22","3"
"New Testament","Acts","44-Acts","44-Act-015","Luke","41","925","30","4"
"New Testament","Acts","44-Acts","44-Act-016","Luke","40","943","36","5"
"New Testament","Acts","44-Acts","44-Act-017","Luke","34","855","29","5"
"New Testament","Acts","44-Acts","44-Act-018","Luke","28","664","24","5"
"New Testament","Acts","44-Acts","44-Act-019","Luke","41","975","40","4"
"New Testament","Acts","44-Acts","44-Act-020","Luke","38","882","34","5"
"New Testament","Acts","44-Acts","44-Act-021","Luke","40","1067","39","4"
"New Testament","Acts","44-Acts","44-Act-022","Luke","30","773","31","3"
"New Testament","Acts","44-Acts","44-Act-023","Luke","35","921","33","3"
"New Testament","Acts","44-Acts","44-Act-024","Luke","27","640","20","3"
"New Testament","Acts","44-Acts","44-Act-025","Luke","27","711","28","2"
"New Testament","Acts","44-Acts","44-Act-026","Luke","32","781","27","3"
"New Testament","Acts","44-Acts","44-Act-027","Luke","44","1033","38","3"
"New Testament","Acts","44-Acts","44-Act-028","Luke","31","818","26","5"
"New Testament","Pauline Epistles","45-Romans","45-Rom-001","Paul","32","714","16","4"
"New Testament","Pauline Epistles","45-Romans","45-Rom-002","Paul","29","604","18","2"
"New Testament","Pauline Epistles","45-Romans","45-Rom-003","Paul","31","562","31","2"
"New Testament","Pauline Epistles","45-Romans","45-Rom-004","Paul","25","546","21","4"
"New Testament","Pauline Epistles","45-Romans","45-Rom-005","Paul","21","480","18","2"
"New Testament","Pauline Epistles","45-Romans","45-Rom-006","Paul","23","484","26","1"
"New Testament","Pauline Epistles","45-Romans","45-Rom-007","Paul","25","605","32","3"
"New Testament","Pauline Epistles","45-Romans","45-Rom-008","Paul","39","903","40","6"
"New Testament","Pauline Epistles","45-Romans","45-Rom-009","Paul","33","719","32","5"
"New Testament","Pauline Epistles","45-Romans","45-Rom-010","Paul","21","461","28","2"
"New Testament","Pauline Epistles","45-Romans","45-Rom-011","Paul","36","818","41","2"
"New Testament","Pauline Epistles","45-Romans","45-Rom-012","Paul","21","397","19","1"
"New Testament","Pauline Epistles","45-Romans","45-Rom-013","Paul","14","361","17","3"
"New Testament","Pauline Epistles","45-Romans","45-Rom-014","Paul","23","525","32","1"
"New Testament","Pauline Epistles","45-Romans","45-Rom-015","Paul","33","742","27","8"
"New Testament","Pauline Epistles","45-Romans","45-Rom-016","Paul","27","501","34","4"
"New Testament","Pauline Epistles","46-1 Corinthians","46-1Co-001","Paul","31","649","23","4"
"New Testament","Pauline Epistles","46-1 Corinthians","46-1Co-002","Paul","16","373","15","2"
"New Testament","Pauline Epistles","46-1 Corinthians","46-1Co-003","Paul","23","459","24","6"
"New Testament","Pauline Epistles","46-1 Corinthians","46-1Co-004","Paul","21","509","22","4"
"New Testament","Pauline Epistles","46-1 Corinthians","46-1Co-005","Paul","13","321","13","3"
"New Testament","Pauline Epistles","46-1 Corinthians","46-1Co-006","Paul","20","465","33","3"
"New Testament","Pauline Epistles","46-1 Corinthians","46-1Co-007","Paul","40","959","50","6"
"New Testament","Pauline Epistles","46-1 Corinthians","46-1Co-008","Paul","13","309","12","3"
"New Testament","Pauline Epistles","46-1 Corinthians","46-1Co-009","Paul","27","671","37","5"
"New Testament","Pauline Epistles","46-1 Corinthians","46-1Co-010","Paul","33","667","30","4"
"New Testament","Pauline Epistles","46-1 Corinthians","46-1Co-011","Paul","34","718","39","3"
"New Testament","Pauline Epistles","46-1 Corinthians","46-1Co-012","Paul","31","593","32","3"
"New Testament","Pauline Epistles","46-1 Corinthians","46-1Co-013","Paul","13","270","10","3"
"New Testament","Pauline Epistles","46-1 Corinthians","46-1Co-014","Paul","40","887","44","7"
"New Testament","Pauline Epistles","46-1 Corinthians","46-1Co-015","Paul","58","1166","54","6"
"New Testament","Pauline Epistles","46-1 Corinthians","46-1Co-016","Paul","24","446","26","5"
"New Testament","Pauline Epistles","47-2 Corinthians","47-2Co-001","Paul","24","591","17","5"
"New Testament","Pauline Epistles","47-2 Corinthians","47-2Co-002","Paul","17","401","15","3"
"New Testament","Pauline Epistles","47-2 Corinthians","47-2Co-003","Paul","18","389","13","3"
"New Testament","Pauline Epistles","47-2 Corinthians","47-2Co-004","Paul","18","406","12","2"
"New Testament","Pauline Epistles","47-2 Corinthians","47-2Co-005","Paul","21","487","16","3"
"New Testament","Pauline Epistles","47-2 Corinthians","47-2Co-006","Paul","18","357","13","2"
"New Testament","Pauline Epistles","47-2 Corinthians","47-2Co-007","Paul","16","452","16","3"
"New Testament","Pauline Epistles","47-2 Corinthians","47-2Co-008","Paul","24","568","17","3"
"New Testament","Pauline Epistles","47-2 Corinthians","47-2Co-009","Paul","15","355","9","2"
"New Testament","Pauline Epistles","47-2 Corinthians","47-2Co-010","Paul","18","437","12","3"
"New Testament","Pauline Epistles","47-2 Corinthians","47-2Co-011","Paul","33","718","40","4"
"New Testament","Pauline Epistles","47-2 Corinthians","47-2Co-012","Paul","21","589","26","2"
"New Testament","Pauline Epistles","47-2 Corinthians","47-2Co-013","Paul","14","315","18","3"
"New Testament","Pauline Epistles","48-Galatians","48-Gal-001","Paul","24","453","17","3"
"New Testament","Pauline Epistles","48-Galatians","48-Gal-002","Paul","21","573","16","2"
"New Testament","Pauline Epistles","48-Galatians","48-Gal-003","Paul","29","648","33","3"
"New Testament","Pauline Epistles","48-Galatians","48-Gal-004","Paul","31","610","29","6"
"New Testament","Pauline Epistles","48-Galatians","48-Gal-005","Paul","26","447","24","2"
"New Testament","Pauline Epistles","48-Galatians","48-Gal-006","Paul","18","353","19","2"
"New Testament","Pauline Epistles","49-Ephesians","49-Eph-001","Paul","23","508","5","3"
"New Testament","Pauline Epistles","49-Ephesians","49-Eph-002","Paul","22","453","8","4"
"New Testament","Pauline Epistles","49-Ephesians","49-Eph-003","Paul","21","410","6","2"
"New Testament","Pauline Epistles","49-Ephesians","49-Eph-004","Paul","32","617","15","3"
"New Testament","Pauline Epistles","49-Ephesians","49-Eph-005","Paul","33","564","23","3"
"New Testament","Pauline Epistles","49-Ephesians","49-Eph-006","Paul","24","470","15","3"
"New Testament","Pauline Epistles","50-Philippians","50-Phi-001","Paul","30","632","15","7"
"New Testament","Pauline Epistles","50-Philippians","50-Phi-002","Paul","30","601","21","3"
"New Testament","Pauline Epistles","50-Philippians","50-Phi-003","Paul","21","483","15","5"
"New Testament","Pauline Epistles","50-Philippians","50-Phi-004","Paul","23","467","27","3"
"New Testament","Pauline Epistles","51-Colossians","51-Col-001","Paul","29","656","6","4"
"New Testament","Pauline Epistles","51-Colossians","51-Col-002","Paul","23","503","12","4"
"New Testament","Pauline Epistles","51-Colossians","51-Col-003","Paul","25","457","18","5"
"New Testament","Pauline Epistles","51-Colossians","51-Col-004","Paul","18","363","18","4"
"New Testament","Pauline Epistles","52-1 Thessalonians","52-1Th-001","Paul","10","253","6","3"
"New Testament","Pauline Epistles","52-1 Thessalonians","52-1Th-002","Paul","20","479","13","4"
"New Testament","Pauline Epistles","52-1 Thessalonians","52-1Th-003","Paul","13","295","7","3"
"New Testament","Pauline Epistles","52-1 Thessalonians","52-1Th-004","Paul","18","396","12","3"
"New Testament","Pauline Epistles","52-1 Thessalonians","52-1Th-005","Paul","28","414","28","5"
"New Testament","Pauline Epistles","53-2 Thessalonians","53-2Th-001","Paul","12","291","3","3"
"New Testament","Pauline Epistles","53-2 Thessalonians","53-2Th-002","Paul","17","381","10","4"
"New Testament","Pauline Epistles","53-2 Thessalonians","53-2Th-003","Paul","18","350","17","3"
"New Testament","Pauline Epistles","54-1 Timothy","54-1Ti-001","Paul","20","432","11","4"
"New Testament","Pauline Epistles","54-1 Timothy","54-1Ti-002","Paul","15","247","11","2"
"New Testament","Pauline Epistles","54-1 Timothy","54-1Ti-003","Paul","16","324","11","3"
"New Testament","Pauline Epistles","54-1 Timothy","54-1Ti-004","Paul","16","310","13","2"
"New Testament","Pauline Epistles","54-1 Timothy","54-1Ti-005","Paul","25","470","23","3"
"New Testament","Pauline Epistles","54-1 Timothy","54-1Ti-006","Paul","21","461","17","3"
"New Testament","Pauline Epistles","55-2 Timothy","55-2Ti-001","Paul","18","438","11","3"
"New Testament","Pauline Epistles","55-2 Timothy","55-2Ti-002","Paul","26","506","21","5"
"New Testament","Pauline Epistles","55-2 Timothy","55-2Ti-003","Paul","17","297","10","2"
"New Testament","Pauline Epistles","55-2 Timothy","55-2Ti-004","Paul","22","425","22","3"
"New Testament","Pauline Epistles","56-Titus","56-Tit-001","Paul","16","337","9","3"
"New Testament","Pauline Epistles","56-Titus","56-Tit-002","Paul","15","265","8","3"
"New Testament","Pauline Epistles","56-Titus","56-Tit-003","Paul","15","294","14","2"
"New Testament","Pauline Epistles","57-Philemon","57-Phl-001","Paul","25","430","14","2"
"New Testament","Pauline Epistles","58-Hebrews","58-Heb-001","Paul","14","338","10","2"
"New Testament","Pauline Epistles","58-Hebrews","58-Heb-002","Paul","18","472","17","4"
"New Testament","Pauline Epistles","58-Hebrews","58-Heb-003","Paul","19","362","15","2"
"New Testament","Pauline Epistles","58-Hebrews","58-Heb-004","Paul","16","404","15","2"
"New Testament","Pauline Epistles","58-Hebrews","58-Heb-005","Paul","14","321","10","2"
"New Testament","Pauline Epistles","58-Hebrews","58-Heb-006","Paul","20","425","11","2"
"New Testament","Pauline Epistles","58-Hebrews","58-Heb-007","Paul","28","607","20","2"
"New Testament","Pauline Epistles","58-Hebrews","58-Heb-008","Paul","13","387","10","2"
"New Testament","Pauline Epistles","58-Hebrews","58-Heb-009","Paul","28","678","17","4"
"New Testament","Pauline Epistles","58-Hebrews","58-Heb-010","Paul","39","784","28","3"
"New Testament","Pauline Epistles","58-Hebrews","58-Heb-011","Paul","40","922","30","3"
"New Testament","Pauline Epistles","58-Hebrews","58-Heb-012","Paul","29","696","17","3"
"New Testament","Pauline Epistles","58-Hebrews","58-Heb-013","Paul","25","501","28","2"
"New Testament","General Epistles","59-James","59-Jas-001","James","27","544","23","4"
"New Testament","General Epistles","59-James","59-Jas-002","James","26","528","25","3"
"New Testament","General Epistles","59-James","59-Jas-003","James","18","378","23","2"
"New Testament","General Epistles","59-James","59-Jas-004","James","17","369","24","2"
"New Testament","General Epistles","59-James","59-Jas-005","James","20","485","26","2"
"New Testament","General Epistles","60-1 Peter","60-1Pe-001","Peter","25","597","11","6"
"New Testament","General Epistles","60-1 Peter","60-1Pe-002","Peter","25","549","18","3"
"New Testament","General Epistles","60-1 Peter","60-1Pe-003","Peter","22","551","12","5"
"New Testament","General Epistles","60-1 Peter","60-1Pe-004","Peter","19","479","16","4"
"New Testament","General Epistles","60-1 Peter","60-1Pe-005","Peter","14","300","14","4"
"New Testament","General Epistles","61-2 Peter","61-2Pe-001","Peter","21","488","13","5"
"New Testament","General Epistles","61-2 Peter","61-2Pe-002","Peter","22","581","14","4"
"New Testament","General Epistles","61-2 Peter","61-2Pe-003","Peter","18","484","14","5"
"New Testament","General Epistles","62-1 John","62-1Jo-001","John","10","247","7","3"
"New Testament","General Epistles","62-1 John","62-1Jo-002","John","29","736","36","7"
"New Testament","General Epistles","62-1 John","62-1Jo-003","John","24","534","29","6"
"New Testament","General Epistles","62-1 John","62-1Jo-004","John","21","480","24","5"
"New Testament","General Epistles","62-1 John","62-1Jo-005","John","21","520","24","5"
"New Testament","General Epistles","63-2 John","63-2Jo-001","John","13","298","15","5"
"New Testament","General Epistles","64-3 John","64-3Jo-001","John","14","294","15","4"
"New Testament","General Epistles","65-Jude","65-Jud-001","Jude","25","608","20","4"
"New Testament","Revelation","66-Revelation","66-Rev-001","John","20","592","18","3"
"New Testament","Revelation","66-Revelation","66-Rev-002","John","29","802","23","4"
"New Testament","Revelation","66-Revelation","66-Rev-003","John","22","658","20","3"
